platform,source_id,source_title,content,like_count,ctime,ctime_str,member_level,reply_count,page,user_name,comment_id,keyword
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,义乌一滴雨也没有 无事发生,0,1783907253,2026-07-13 09:47:33,6,0,2,TRashlEssMuda,309105848080,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,家人在沈阳发过来的照片，从昨天半夜就开始下雨，现在还在一直下，电动车在小区里面已经被淹没了,2,1783905991,2026-07-13 09:26:31,5,1,2,要不要吃土豆丝,309103842352,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,[doge],9,1783858162,2026-07-12 20:09:22,6,1,2,大橘-为重,305843930145,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,是个挺好的台风，给大陆带来水汽输送，还没有造成多大大灾，这就完成了季风的使命！,3,1783894163,2026-07-13 06:09:23,5,6,2,杉杉1238,309092884240,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,刚种下没多久的苗子又被吹倒了[吃瓜],0,1783903513,2026-07-13 08:45:13,5,0,2,迪迦白嫖日常,309100198544,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,问题不大，相当于花钱免人灾了！,1,1783865675,2026-07-12 22:14:35,4,0,2,可恶的憨牛,305861543105,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,金华没感觉[doge],4,1783858697,2026-07-12 20:18:17,5,3,2,哒哒哒哒不溜_w,305845197153,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,仓库雨棚掉了，所幸没砸到人,1,1783905751,2026-07-13 09:22:31,6,2,2,CLOUDYii克劳狄,305903821249,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,我家无花果树倒了,4,1783864236,2026-07-12 21:50:36,6,4,2,F丶Hawkい,309055887680,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,杭州一点事没有[笑哭],0,1783904536,2026-07-13 09:02:16,5,0,2,レベッカ--,305902137137,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,沿海好歹还体验了会儿空调，整个湖南全程空调外机，手机显示是34度，实际外面体感绝对40往上，为了省高温补贴脸都不要了,0,1783915942,2026-07-13 12:12:22,6,1,2,蒜苗炒蒜苗,309122187232,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,抱抱浙江的亲们，注意安全[给心心]内个…还想问问背景音乐是什么，喜欢👉👈,2,1783870352,2026-07-12 23:32:32,2,3,2,春醇蠢-,305871852865,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,这也太太太惨烈了吧,1,1783865795,2026-07-12 22:16:35,5,0,2,MaxwellKors,309059569664,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,为啥我们杭州屁事没有[思考],0,1783912601,2026-07-13 11:16:41,3,1,2,tomiscool,309115485616,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,[doge]我怎么觉得可能还没结束呢。南海上空这团红云...绕上来的话恐怕过了山东还在蓄水降雨,5,1783855991,2026-07-12 19:33:11,6,4,2,Mei控的卡诺,309035874576,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,穷地方没风[笑哭],0,1783873485,2026-07-13 00:24:45,6,0,2,MaTohsi,309075968400,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,坐标常州溧阳[笑哭],0,1783907561,2026-07-13 09:52:41,5,0,2,夏莱芙小芙,309106330832,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,这么严重？我这几乎没啥事，除了雨多积水多风大没啥事，附近没有一棵树吹倒[笑哭],1,1783880108,2026-07-13 02:15:08,5,1,2,bhxqtdcys,309085259216,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,[微笑]这风比我们这边大一点,0,1783880262,2026-07-13 02:17:42,5,0,2,璐西斐尔,305886795073,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,https://b23.tv/BV13AnbziETe 这次巴威有点拉[吃瓜],0,1783903355,2026-07-13 08:42:35,4,2,3,东大贵族非洲来,309099966688,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,我家小区的变压器坏了，停电一天了[笑哭],1,1783863183,2026-07-12 21:33:03,6,1,3,囧中枯骨,305855876081,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,还行吧，至少减弱了才登陆比不上摩羯那时的噩梦[笑哭],0,1783869388,2026-07-12 23:16:28,5,0,3,wk要下雨,305869792529,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,杭州就下了点小雨,0,1783871706,2026-07-12 23:55:06,5,0,3,_寄乃本质,309072580960,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,都是没怎么生根的新树,0,1783858507,2026-07-12 20:15:07,5,0,3,公鱼大叔,309042321632,台风巴威登陆
bilibili,BV1ijNM6wEpb,【台风巴威登陆前后对比】拍摄于7月12日 巴威离开浙江，进入内陆,三连送上~,0,1783845185,2026-07-12 16:33:05,6,0,3,销艳艳,309014171120,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,风没见到，雨也没见到，不知道在怕啥？三人成虎,4,1783817691,2026-07-12 08:54:51,6,0,1,魏森那马蒙帅,305769143409,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我觉得真是奇怪，一切如常，难道不应该庆幸吗，背后有多少人做了防备工作。多少人彻夜值守。,101,1783814922,2026-07-12 08:08:42,5,10,1,hhhhwawo,305766009953,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,非要这样去拍吗，玉环、温岭一带年年都有台风，导演都不带改剧本的看着都疲劳,1,1783830432,2026-07-12 12:27:12,4,0,1,东海老怪,305790805169,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,还得是桑美[doge],71,1783806589,2026-07-12 05:49:49,5,5,1,尤偌丶,308955069616,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,浙江同胞都平安就好。希望沒有大災難,1,1783867823,2026-07-12 22:50:23,6,0,1,塔罗练习生,305866297521,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,现在看纯台风，反而没那么可怕了，反而是广西那种台风加暴雨！！洪水的更可怕！！[大哭][大哭][大哭][大哭][大哭],8,1783824720,2026-07-12 10:52:00,6,0,1,模型剧场-手办大电影,305779429153,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,看到台风眼过玉环的记者报道了，好神奇，好安静。,82,1783785173,2026-07-11 23:52:53,5,9,1,左右hello,305742931569,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,如果台风天在外头的话，尽量不要张嘴了，走着你可能吃到一个飞来的树叶[doge]蟑螂也有可能,69,1783786076,2026-07-12 00:07:56,6,6,1,小希露菲耳朵嫩嫩的,305744535313,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我仙人，我这还是比较平静的，我听说巴威不会来到我们西安，但是有可能会发生雨（大雨）,0,1783920220,2026-07-13 13:23:40,3,0,1,Migdvsohe,305930711489,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,第一吹JB 网红台风……登陆之前强度已经降低了，还是有很多媒体夸大其词的博流量，真恶心,0,1783831490,2026-07-12 12:44:50,6,0,1,德累斯顿我来了,308988473728,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,台州现在快递正常了吗？不知道买的东西什么时候发货[笑哭],0,1783902573,2026-07-13 08:29:33,5,0,1,潮八岁酷九岁,309099068304,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,有个5级风 不得了了 。。。。。。装的风雨那么大 ，旁边的树枝都不动一下 。还是搞新闻的有本事,0,1783838743,2026-07-12 14:45:43,6,0,1,道德高于法律,305806498993,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,记者口条真好，这样还能听清再说什么,42,1783786207,2026-07-12 00:10:07,6,5,1,一姿小乌鸦,305744770753,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,难得关注玉环的时候[doge]希望大家11月来我们这尝尝微酸微甜的大文旦[doge],23,1783786761,2026-07-12 00:19:21,3,1,1,罗尔德伊万诺夫,308938738864,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,台风照样得出去,9,1783817992,2026-07-12 08:59:52,6,1,1,奥创AC,308963831872,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,没觉得严重，我就在玉环，烦人的就是停电了。。。,12,1783806555,2026-07-12 05:49:15,6,3,1,゚゙゚゙゚张顺飞,305761202337,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,早上起来一看，风没了，雨也没多大，地上连积水都没有，就跟平时下雨一样[笑哭],15,1783809806,2026-07-12 06:43:26,6,17,1,Ahsvdvhs,305762369585,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我就在玉环的坎门风真没前几年的台风大，我相信经过这几年国家的整治这次的台风的损失相对会小很多,18,1783786173,2026-07-12 00:09:33,2,3,1,Pinkwendyflower,305744802305,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,台风经过金华，但瞟都没瞟我一眼[笑哭],2,1783825095,2026-07-12 10:58:15,3,1,1,已三连了啊,308975107952,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,没啥感觉,0,1783843381,2026-07-12 16:03:01,5,0,2,飞虎3,305814273265,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我在浙江,0,1783835525,2026-07-12 13:52:05,4,0,2,铃心仔熊,308996984832,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,黄岩西边山区。雨确实大,0,1783841102,2026-07-12 15:25:02,5,0,2,晴山黛,309007042512,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,玉环市内主要是路边树有些吹倒了。坎门应该比较严重，昨晚看到图片街道积水淹了电动两轮。看后续报道了。,3,1783807101,2026-07-12 05:58:21,5,0,2,疏影横牖,308955246096,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,不大啊，好事，海南去年的摩羯才恐怖。,4,1783810256,2026-07-12 06:50:56,6,0,2,神颜祸水,305762670689,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,希望大家平安！,3,1783793057,2026-07-12 02:04:17,5,0,2,原粥农,305753943073,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我台州人已经停电了,4,1783813349,2026-07-12 07:42:29,3,5,2,飞起来的牛金,305764474961,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,太拼了 注意安全啊,2,1783795560,2026-07-12 02:46:00,6,0,2,张翰生来为帝王1006,308949256960,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,上内陆就狂不起来了，减弱了,5,1783798491,2026-07-12 03:34:51,6,5,2,红色压带轮,308951410816,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,记者太拼了,6,1783785700,2026-07-12 00:01:40,4,0,2,我是杨雨,308936845568,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,巴威:既然不登台湾就登台州了，都是台多少得登一个[笑哭]，台州的兄弟受苦了，苍南逃过一劫！,2,1783790896,2026-07-12 01:28:16,6,0,2,是谁没关系,305751476705,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,[笑哭]提前86小时猜到是玉环，还真是[笑哭]，希望当地平安🫡,7,1783785594,2026-07-11 23:59:54,6,3,2,梦影紫云蝶,308936656528,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,福州已经无风无雨,1,1783812401,2026-07-12 07:26:41,6,0,2,vcaixy,305763754033,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,现在风雨都快没了,1,1783815713,2026-07-12 08:21:53,5,0,2,excuily,305766766705,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我整个人都要崩溃了.jpg,1,1783800589,2026-07-12 04:09:49,6,0,2,金叫焕dd,308952454064,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,看吨位，知风力[doge],1,1783804316,2026-07-12 05:11:56,6,0,2,AAA大棚万年金雷竹批发,308954180896,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,"睡一个晚上就过去了，台风径直穿过我们的老家,电没停水也没停,除了非常吵之外，没有任何影响啊也是",1,1783815570,2026-07-12 08:19:30,3,3,2,纯-Jian,308960960448,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,为啥是从台州而不是从温州登录[笑哭],5,1783790424,2026-07-12 01:20:24,4,13,2,一川烟草向东方,305750869617,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,愿平安啊,1,1783800659,2026-07-12 04:10:59,5,0,2,钧潜,308952559280,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,人类怎么区分当前位置我风眼还是风避，或者外围,2,1783789084,2026-07-12 00:58:04,6,3,2,我蛋疼君乳酸,308942338512,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,一定要平安啊[撇嘴],3,1783785715,2026-07-12 00:01:55,6,0,3,卡其脱离太的卫宫切嗣,308936793488,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,还好风不是很大。,1,1783789806,2026-07-12 01:10:06,4,0,3,牧马放羊_z,308943252240,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,真的应该买个铁链子把记者拴住[委屈]不然飘走了怎么办,0,1783792810,2026-07-12 02:00:10,5,1,3,爱喝椰子汁的女杀手,308946895536,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,冰雹啊？,2,1783785477,2026-07-11 23:57:57,6,0,3,玖琰_小灰灰,308936482464,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,@孤风残秋O_o,1,1783786316,2026-07-12 00:11:56,3,1,3,我去69得儿,305744992401,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,12级大台风终于登陆了,2,1783785822,2026-07-12 00:03:42,6,4,3,bilibikA,305743999697,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,记者真的敬业！,1,1783786843,2026-07-12 00:20:43,5,0,3,我去上学校小鸟渣渣叫,308938781552,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,啥台风 就是个大空调,0,1783810017,2026-07-12 06:46:57,5,0,3,波光粼粼的湖面,305762564753,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,多久台风散掉，我急着去杭州啊,1,1783790171,2026-07-12 01:16:11,6,8,3,也沉溺,308943660032,台风巴威登陆
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,结束之后会降温吗,1,1783794556,2026-07-12 02:29:16,6,11,3,淼森焱www,308948580720,台风巴威登陆
