platform,source_id,source_title,content,like_count,ctime,ctime_str,member_level,reply_count,page,user_name,comment_id,keyword,cleaned_content,sentiment,score,positive_hits,negative_hits,confidence,intensity,method,reason
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,没觉得严重，我就在玉环，烦人的就是停电了。。。,12,1783806555,2026-07-12 05:49:15,6,2,1,゚゙゚゙゚张顺飞,305761202337,台风巴威登陆,没觉得严重，我就在玉环，烦人的就是停电了。。。,negative,-0.4,[],[],0.85,moderate,hybrid,抱怨停电，略负面
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,早上起来一看，风没了，雨也没多大，地上连积水都没有，就跟平时下雨一样[笑哭],14,1783809806,2026-07-12 06:43:26,6,17,1,Ahsvdvhs,305762369585,台风巴威登陆,早上起来一看，风没了，雨也没多大，地上连积水都没有，就跟平时下雨一样[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,客观描述天气，无情感
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我就在玉环的坎门风真没前几年的台风大，我相信经过这几年国家的整治这次的台风的损失相对会小很多,18,1783786173,2026-07-12 00:09:33,2,3,1,Pinkwendyflower,305744802305,台风巴威登陆,我就在玉环的坎门风真没前几年的台风大，我相信经过这几年国家的整治这次的台风的损失相对会小很多,positive,0.6,[],[],0.85,strong,hybrid,肯定国家整治，表达信心
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,没啥感觉,0,1783843381,2026-07-12 16:03:01,5,0,1,飞虎3,305814273265,台风巴威登陆,没啥感觉,neutral,0.0,[],[],0.85,weak,hybrid,中性陈述，无情感
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,台风经过金华，但瞟都没瞟我一眼[笑哭],2,1783825095,2026-07-12 10:58:15,3,1,2,已三连了啊,308975107952,台风巴威登陆,台风经过金华，但瞟都没瞟我一眼[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,幽默调侃，无情感
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我在浙江,0,1783835525,2026-07-12 13:52:05,4,0,2,铃心仔熊,308996984832,台风巴威登陆,我在浙江,neutral,0.0,[],[],0.85,weak,hybrid,纯地理位置陈述
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,黄岩西边山区。雨确实大,0,1783841102,2026-07-12 15:25:02,5,0,2,晴山黛,309007042512,台风巴威登陆,黄岩西边山区。雨确实大,neutral,0.0,['确实'],[],0.85,weak,hybrid,客观描述雨势，无情感倾向
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,玉环市内主要是路边树有些吹倒了。坎门应该比较严重，昨晚看到图片街道积水淹了电动两轮。看后续报道了。,3,1783807101,2026-07-12 05:58:21,5,0,2,疏影横牖,308955246096,台风巴威登陆,玉环市内主要是路边树有些吹倒了。坎门应该比较严重，昨晚看到图片街道积水淹了电动两轮。看后续报道了。,neutral,0.0,[],[],0.85,weak,hybrid,中性描述灾情，观望后续
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,不大啊，好事，海南去年的摩羯才恐怖。,4,1783810256,2026-07-12 06:50:56,6,0,2,神颜祸水,305762670689,台风巴威登陆,不大啊，好事，海南去年的摩羯才恐怖。,positive,0.6,[],['恐怖'],0.85,strong,hybrid,认为风不大是好事，带乐观
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,希望大家平安！,3,1783793057,2026-07-12 02:04:17,5,0,2,原粥农,305753943073,台风巴威登陆,希望大家平安！,positive,0.8,['希望'],[],0.85,strong,hybrid,表达祝福和关心
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我台州人已经停电了,4,1783813349,2026-07-12 07:42:29,3,5,2,飞起来的牛金,305764474961,台风巴威登陆,我台州人已经停电了,negative,-0.4,[],[],0.85,moderate,hybrid,抱怨停电带来的不便
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,太拼了 注意安全啊,2,1783795560,2026-07-12 02:46:00,6,0,2,张翰生来为帝王1006,308949256960,台风巴威登陆,太拼了注意安全啊,positive,0.7,[],[],0.85,strong,hybrid,关心他人安全，表达善意
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,上内陆就狂不起来了，减弱了,5,1783798491,2026-07-12 03:34:51,6,5,2,红色压带轮,308951410816,台风巴威登陆,上内陆就狂不起来了，减弱了,neutral,0.1,[],[],0.85,weak,hybrid,客观描述台风减弱，略正面
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,记者太拼了,6,1783785700,2026-07-12 00:01:40,4,0,2,我是杨雨,308936845568,台风巴威登陆,记者太拼了,positive,0.6,[],[],0.85,strong,hybrid,表扬记者敬业
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,巴威:既然不登台湾就登台州了，都是台多少得登一个[笑哭]，台州的兄弟受苦了，苍南逃过一劫！,2,1783790896,2026-07-12 01:28:16,6,0,2,是谁没关系,305751476705,台风巴威登陆,巴威:既然不登台湾就登台州了，都是台多少得登一个[笑哭]，台州的兄弟受苦了，苍南逃过一劫！,neutral,0.0,[],[],0.85,weak,hybrid,幽默调侃，无明确情感
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,[笑哭]提前86小时猜到是玉环，还真是[笑哭]，希望当地平安🫡,7,1783785594,2026-07-11 23:59:54,6,3,2,梦影紫云蝶,308936656528,台风巴威登陆,[笑哭]提前86小时猜到是玉环，还真是[笑哭]，希望当地平安🫡,neutral,0.0,['希望'],[],0.9,weak,rule,
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,福州已经无风无雨,1,1783812401,2026-07-12 07:26:41,6,0,2,vcaixy,305763754033,台风巴威登陆,福州已经无风无雨,neutral,0.0,[],[],0.85,weak,hybrid,客观陈述天气状况
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,现在风雨都快没了,1,1783815713,2026-07-12 08:21:53,5,0,2,excuily,305766766705,台风巴威登陆,现在风雨都快没了,neutral,0.1,[],[],0.85,weak,hybrid,中性描述，略偏正面
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,我整个人都要崩溃了.jpg,1,1783800589,2026-07-12 04:09:49,6,0,2,金叫焕dd,308952454064,台风巴威登陆,我整个人都要崩溃了.jpg,negative,-0.8,[],[],0.85,strong,hybrid,表达极度崩溃情绪
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,看吨位，知风力[doge],1,1783804316,2026-07-12 05:11:56,6,0,2,AAA大棚万年金雷竹批发,308954180896,台风巴威登陆,看吨位，知风力[doge],neutral,0.0,[],[],0.85,weak,hybrid,幽默调侃，无情感倾向
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,"睡一个晚上就过去了，台风径直穿过我们的老家,电没停水也没停,除了非常吵之外，没有任何影响啊也是",1,1783815570,2026-07-12 08:19:30,3,3,2,纯-Jian,308960960448,台风巴威登陆,"睡一个晚上就过去了，台风径直穿过我们的老家,电没停水也没停,除了非常吵之外，没有任何影响啊也是",positive,0.5,[],[],0.85,moderate,hybrid,庆幸影响小，略正面
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,为啥是从台州而不是从温州登录[笑哭],5,1783790424,2026-07-12 01:20:24,4,13,2,一川烟草向东方,305750869617,台风巴威登陆,为啥是从台州而不是从温州登录[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,纯疑问，带幽默表情
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,愿平安啊,1,1783800659,2026-07-12 04:10:59,5,0,2,钧潜,308952559280,台风巴威登陆,愿平安啊,positive,0.8,[],[],0.85,strong,hybrid,表达祝福和关心
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,人类怎么区分当前位置我风眼还是风避，或者外围,2,1783789084,2026-07-12 00:58:04,6,3,2,我蛋疼君乳酸,308942338512,台风巴威登陆,人类怎么区分当前位置我风眼还是风避，或者外围,neutral,0.0,[],[],0.85,weak,hybrid,纯知识性询问
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,一定要平安啊[撇嘴],3,1783785715,2026-07-12 00:01:55,6,0,3,卡其脱离太的卫宫切嗣,308936793488,台风巴威登陆,一定要平安啊[撇嘴],positive,0.7,[],[],0.85,strong,hybrid,表达关心和祝福
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,还好风不是很大。,1,1783789806,2026-07-12 01:10:06,4,0,3,牧马放羊_z,308943252240,台风巴威登陆,还好风不是很大。,positive,0.5,[],[],0.85,moderate,hybrid,庆幸风不大，略正面
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,真的应该买个铁链子把记者拴住[委屈]不然飘走了怎么办,0,1783792810,2026-07-12 02:00:10,5,1,3,爱喝椰子汁的女杀手,308946895536,台风巴威登陆,真的应该买个铁链子把记者拴住[委屈]不然飘走了怎么办,positive,0.6,[],[],0.85,strong,hybrid,幽默关心记者安全
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,冰雹啊？,2,1783785477,2026-07-11 23:57:57,6,0,3,玖琰_小灰灰,308936482464,台风巴威登陆,冰雹啊？,neutral,0.0,[],[],0.85,weak,hybrid,纯询问，无情感倾向
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,@孤风残秋O_o,1,1783786316,2026-07-12 00:11:56,3,1,3,我去69得儿,305744992401,台风巴威登陆,@孤风残秋O_o,neutral,0.0,[],[],0.85,weak,hybrid,仅提及用户，无情感
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,12级大台风终于登陆了,2,1783785822,2026-07-12 00:03:42,6,4,3,bilibikA,305743999697,台风巴威登陆,12级大台风终于登陆了,neutral,0.0,[],[],0.85,weak,hybrid,客观陈述事件
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,记者真的敬业！,1,1783786843,2026-07-12 00:20:43,5,0,3,我去上学校小鸟渣渣叫,308938781552,台风巴威登陆,记者真的敬业！,positive,0.8,[],[],0.85,strong,hybrid,表扬记者敬业
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,啥台风 就是个大空调,0,1783810017,2026-07-12 06:46:57,5,0,3,波光粼粼的湖面,305762564753,台风巴威登陆,啥台风就是个大空调,negative,-0.3,[],[],0.85,moderate,hybrid,轻蔑语气，贬低台风
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,多久台风散掉，我急着去杭州啊,1,1783790171,2026-07-12 01:16:11,6,8,3,也沉溺,308943660032,台风巴威登陆,多久台风散掉，我急着去杭州啊,neutral,0.0,[],[],0.85,weak,hybrid,询问时间，略带焦急但中性
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,结束之后会降温吗,1,1783794556,2026-07-12 02:29:16,6,11,3,淼森焱www,308948580720,台风巴威登陆,结束之后会降温吗,neutral,0.0,[],[],0.85,weak,hybrid,纯询问天气变化
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,记者帽子好像提莫啊[呲牙]！一定要平安啊大家,0,1783795326,2026-07-12 02:42:06,6,0,3,花姬古禄,305755933377,台风巴威登陆,记者帽子好像提莫啊[呲牙]！一定要平安啊大家,positive,0.7,[],[],0.85,strong,hybrid,幽默调侃并祝福平安
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,浙江的小姐姐你们好吗,0,1783806806,2026-07-12 05:53:26,5,0,3,迪赴山海,308955131936,台风巴威登陆,浙江的小姐姐你们好吗,neutral,0.0,[],[],0.85,weak,hybrid,问候，无情感倾向
bilibili,BV13oNw66E6t,【巴威台风】台风登陆浙江台州！浙江台记者直面登陆全过程！狂风暴雨接踵而至！雨像刀片打在记者脸上！,大家面对台风显得好兴奋的样子 就是这个样子：[星星眼][星星眼][星星眼],3,1783790226,2026-07-12 01:17:06,5,6,3,汪汪789,308943808256,台风巴威登陆,大家面对台风显得好兴奋的样子就是这个样子：[星星眼][星星眼][星星眼],positive,1.0,[],[],0.9,strong,rule,
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,有道理，最严重的地区群众都被撤离光了上哪去拍那么多严重视频[笑哭],235,1783845193,2026-07-12 16:33:13,6,11,1,游筱w,309014176144,台风巴威登陆,有道理，最严重的地区群众都被撤离光了上哪去拍那么多严重视频[笑哭],neutral,0.0,[],[],0.85,weak,hybrid,理性分析，略带调侃
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,这个需要点赞，现在假的确实太多了,69,1783841059,2026-07-12 15:24:19,6,1,1,柔和滴微风,305810437617,台风巴威登陆,这个需要点赞，现在假的确实太多了,positive,0.6,"['点赞', '确实']",[],0.85,strong,hybrid,认可并支持观点
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,怪不得视频那么少，都撤离了,26,1783852449,2026-07-12 18:34:09,6,3,1,哔哩哔哔空间,309028231200,台风巴威登陆,怪不得视频那么少，都撤离了,neutral,0.0,[],[],0.85,weak,hybrid,客观推断原因
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,浙江IP的都说你们造谣呢，人家压根就没风没雨[笑哭],17,1783845163,2026-07-12 16:32:43,4,13,1,奈导99,305817344529,台风巴威登陆,浙江IP的都说你们造谣呢，人家压根就没风没雨[笑哭],negative,-0.4,[],[],0.85,moderate,hybrid,讽刺造谣，略带批评
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,这下皮革厂可能真的倒闭了,53,1783841033,2026-07-12 15:23:53,5,8,1,寻尺设计,305810358289,台风巴威登陆,这下皮革厂可能真的倒闭了,neutral,0.0,[],[],0.85,weak,hybrid,推测性陈述，无情感
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,所以说，那些没事的应该庆幸,15,1783844334,2026-07-12 16:18:54,6,1,1,绿毛猴子是谁,309012452128,台风巴威登陆,所以说，那些没事的应该庆幸,positive,0.5,['没事'],[],0.85,moderate,hybrid,表达庆幸和正面建议
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,还好减弱了，否则都不敢想,14,1783855618,2026-07-12 19:26:58,6,1,1,ming13go,305837815025,台风巴威登陆,还好减弱了，否则都不敢想,positive,0.6,[],[],0.85,strong,hybrid,庆幸台风减弱
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,“700多棵树，连根拔起。” 这个台风不大，前几年的台风，我们一个街道，都不止700棵。,9,1783909377,2026-07-13 10:22:57,6,1,1,吴东益1308,309109353888,台风巴威登陆,“700多棵树，连根拔起。”这个台风不大，前几年的台风，我们一个街道，都不止700棵。,negative,-0.3,[],[],0.85,moderate,hybrid,质疑台风严重性，略带批评
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,看了其他地方才觉得自己这里幸运的多离谱，我位子是台湾东北部宜兰，当时巴威边走边换眼时有个小缺口，我这刚好就从缺口穿过，就下了小雨风都没有,10,1783867241,2026-07-12 22:40:41,4,0,1,台郡Do氏,309062866112,台风巴威登陆,看了其他地方才觉得自己这里幸运的多离谱，我位子是台湾东北部宜兰，当时巴威边走边换眼时有个小缺口，我这刚好就从缺口穿过，就下了小雨风都没有,positive,0.5,[],['离谱'],0.85,moderate,hybrid,表达幸运和庆幸
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,下有苏杭[脸红],1,1783934075,2026-07-13 17:14:35,5,0,1,自顾自不多想了,305956102689,台风巴威登陆,下有苏杭[脸红],neutral,0.0,[],[],0.85,weak,hybrid,引用俗语，无情感
bilibili,BV1f3NM6vEfG,13 级台风“巴威”登陆浙江温州：700多棵树被连根拔起，温州多地被淹！光伏电站损失惨重，大楼晃得厉害！,评论区依旧能看见“新”浙江嘉豪，哪个浙江人报地名不是报到县的[doge],19,1783858147,2026-07-12 20:09:07,6,2,1,桥鸢,309041195968,台风巴威登陆,评论区依旧能看见“新”浙江嘉豪，哪个浙江人报地名不是报到县的[doge],negative,-0.3,[],[],0.85,moderate,hybrid,讽刺评论者，略带批评
